user_id,character_id,user_character_id,num_tries,boost_used,attack_duration,score,character_type,hitpoints
2472.0,73,2472_73,192.0,0.0,16.0,2590.7990315,3,1926
2484.0,73,2484_73,91.0,1.0,28.0,2643.3990895,3,1926
2491.0,73,2491_73,47.0,1.0,23.0,3159.4202899,3,1926
2498.0,73,2498_73,93.0,0.0,23.0,3461.6977226,3,1926
2509.0,73,2509_73,64.0,0.0,36.0,4073.089701,3,1926
2535.0,73,2535_73,65.0,0.0,47.0,3741.4330218,3,1926
2542.0,73,2542_73,83.0,0.0,28.0,3827.4111675,3,1926
2553.0,73,2553_73,88.0,0.0,20.0,3167.4008811,3,1926
2586.0,73,2586_73,163.0,1.0,31.0,2826.3598326,3,1926
2602.0,73,2602_73,144.0,1.0,28.0,3567.6392573,3,1926
2619.0,73,2619_73,15.0,1.0,17.0,2656.0,3,1926
2643.0,73,2643_73,69.0,0.0,30.0,2955.9748428,3,1926
2654.0,73,2654_73,131.0,1.0,10.0,3025.1322751,3,1926
2685.0,73,2685_73,80.0,1.0,47.0,3381.5461347,3,1926
2701.0,73,2701_73,209.0,1.0,17.0,3102.3325809,3,1926
2705.0,73,2705_73,170.0,1.0,17.0,3656.0170394,3,1926
2705.0,73,2705_73,44.0,1.0,33.0,2968.0,3,1926
2712.0,73,2712_73,242.0,0.0,16.0,3753.6606373,3,1926
2717.0,73,2717_73,52.0,1.0,39.0,4607.3059361,3,1926
2728.0,73,2728_73,211.0,0.0,24.0,3707.3394495,3,1926
2731.0,73,2731_73,54.0,0.0,30.0,3124.6105919,3,1926
2736.0,73,2736_73,117.0,1.0,49.0,3460.0938967,3,1926
2738.0,73,2738_73,154.0,1.0,27.0,2949.8806682,3,1926
2743.0,73,2743_73,152.0,0.0,38.0,4203.2742155,3,1926
2750.0,73,2750_73,123.0,1.0,19.0,3008.75,3,1926
2779.0,73,2779_73,209.0,1.0,12.0,3609.2607636,3,1926
2780.0,73,2780_73,38.0,0.0,47.0,7136.0,3,1926
2785.0,73,2785_73,217.0,0.0,41.0,3766.7814114,3,1926
2791.0,73,2791_73,181.0,0.0,19.0,3912.1552605,3,1926
2797.0,73,2797_73,81.0,0.0,46.0,3618.0048662,3,1926
2817.0,73,2817_73,214.0,1.0,28.0,2817.6197836,3,1926
2856.0,73,2856_73,94.0,0.0,11.0,3134.7248577,3,1926
2858.0,73,2858_73,208.0,0.0,34.0,3787.9396985,3,1926
2910.0,73,2910_73,221.0,0.0,31.0,2828.4574468,3,1926
2918.0,73,2918_73,265.0,1.0,14.0,3185.5480711,3,1926
2928.0,73,2928_73,128.0,1.0,13.0,4146.9026549,3,1926
2943.0,73,2943_73,219.0,1.0,31.0,2933.8296113,3,1926
2953.0,73,2953_73,92.0,1.0,42.0,4387.3873874,3,1926
2969.0,73,2969_73,394.0,0.0,20.0,2894.6058091,3,1926
2976.0,73,2976_73,153.0,0.0,13.0,3477.1084338,3,1926
2982.0,73,2982_73,229.0,1.0,38.0,3158.1395349,3,1926
2.0,70,2_70,218.0,0.0,37.0,3032.2156476,1,1278
54.0,70,54_70,407.0,0.0,16.0,3250.6132461,1,1278
56.0,70,56_70,115.0,0.0,22.0,4310.5802048,1,1278
57.0,70,57_70,263.0,0.0,49.0,3158.3596215,1,1278
118.0,70,118_70,87.0,1.0,49.0,4587.5576037,1,1278
138.0,70,138_70,251.0,1.0,28.0,3146.2628866,1,1278
146.0,70,146_70,114.0,1.0,29.0,4550.4587156,1,1278
172.0,70,172_70,174.0,1.0,11.0,2784.6630519,1,1278
189.0,70,189_70,115.0,0.0,49.0,3549.2957747,1,1278
219.0,70,219_70,59.0,1.0,40.0,3910.326087,1,1278
243.0,70,243_70,34.0,0.0,19.0,4197.8609626,1,1278
257.0,70,257_70,33.0,0.0,20.0,4474.5762712,1,1278
260.0,70,260_70,136.0,0.0,45.0,3891.2710567,1,1278
278.0,70,278_70,215.0,0.0,41.0,4481.3319879,1,1278
279.0,70,279_70,84.0,1.0,49.0,3799.5910021,1,1278
282.0,70,282_70,390.0,0.0,49.0,2849.5131307,1,1278
291.0,70,291_70,78.0,1.0,30.0,3562.2568094,1,1278
299.0,70,299_70,84.0,1.0,19.0,3989.5833334,1,1278
309.0,70,309_70,111.0,1.0,21.0,3640.0679117,1,1278
343.0,70,343_70,134.0,0.0,31.0,4168.7697161,1,1278
345.0,70,345_70,173.0,0.0,12.0,2973.4151329,1,1278
373.0,70,373_70,73.0,1.0,49.0,5070.8446866,1,1278
404.0,70,404_70,81.0,1.0,19.0,2478.978979,1,1278
428.0,70,428_70,133.0,1.0,34.0,4348.3779972,1,1278
432.0,70,432_70,119.0,0.0,32.0,4223.9316239,1,1278
446.0,70,446_70,39.0,1.0,12.0,4245.5357143,1,1278
457.0,70,457_70,176.0,0.0,26.0,3931.1783107,1,1278
477.0,70,477_70,32.0,1.0,35.0,3643.6170213,1,1278
499.0,70,499_70,125.0,0.0,24.0,3036.7088608,1,1278
517.0,70,517_70,185.0,0.0,26.0,2792.2740525,1,1278
526.0,70,526_70,171.0,1.0,49.0,4050.955414,1,1278
552.0,70,552_70,81.0,0.0,37.0,4839.7790055,1,1278
569.0,70,569_70,201.0,1.0,26.0,3589.376054,1,1278
575.0,70,575_70,412.0,1.0,47.0,3513.3196721,1,1278
576.0,70,576_70,223.0,0.0,46.0,4249.3786247,1,1278
584.0,70,584_70,2223.0,0.0,18.0,4076.6783588,1,1278
590.0,70,590_70,273.0,1.0,16.0,3712.3862842,1,1278
636.0,70,636_70,216.0,1.0,36.0,3408.4699453,1,1278
661.0,70,661_70,55.0,1.0,11.0,3425.6055363,1,1278
668.0,70,668_70,13.0,0.0,39.0,2720.7207207,1,1278
674.0,70,674_70,187.0,0.0,29.0,2482.0099256,1,1278
688.0,70,688_70,177.0,0.0,31.0,3610.3059581,1,1278
702.0,70,702_70,105.0,1.0,40.0,3731.2390925,1,1278
721.0,70,721_70,139.0,0.0,10.0,2870.2290076,1,1278
722.0,70,722_70,294.0,0.0,44.0,3531.0880829,1,1278
723.0,70,723_70,101.0,1.0,41.0,3410.8658744,1,1278
747.0,70,747_70,821.0,0.0,26.0,3480.8550622,1,1278
765.0,70,765_70,202.0,0.0,38.0,3384.8739496,1,1278
769.0,70,769_70,70.0,1.0,11.0,3245.1737452,1,1278
838.0,70,838_70,53.0,1.0,21.0,4760.1809954,1,1278
873.0,70,873_70,53.0,0.0,18.0,5917.0506913,1,1278
880.0,70,880_70,1.0,1.0,45.0,2375.0,1,1278
888.0,70,888_70,79.0,0.0,33.0,3615.9793814,1,1278
901.0,70,901_70,113.0,0.0,33.0,2866.7642753,1,1278
953.0,70,953_70,52.0,1.0,39.0,5124.4444445,1,1278
995.0,70,995_70,22.0,0.0,45.0,2645.3900709,1,1278
1001.0,70,1001_70,72.0,1.0,22.0,4139.5348837,1,1278
1010.0,70,1010_70,142.0,0.0,47.0,4510.8225109,1,1278
1015.0,70,1015_70,141.0,1.0,21.0,3358.9076723,1,1278
1035.0,70,1035_70,17.0,0.0,24.0,10235.2941176,1,1278
1058.0,70,1058_70,653.0,0.0,32.0,2937.6192293,1,1278
1075.0,70,1075_70,90.0,1.0,14.0,3458.6846543,1,1278
1083.0,70,1083_70,118.0,1.0,27.0,4141.6666667,1,1278
1097.0,70,1097_70,82.0,0.0,13.0,4000.0,1,1278
1099.0,70,1099_70,147.0,0.0,28.0,3316.5048544,1,1278
1118.0,70,1118_70,146.0,1.0,48.0,3852.9411765,1,1278
1158.0,70,1158_70,229.0,1.0,46.0,3168.0672269,1,1278
1159.0,70,1159_70,274.0,0.0,26.0,3248.340708,1,1278
1169.0,70,1169_70,175.0,0.0,24.0,3515.0753769,1,1278
1208.0,70,1208_70,189.0,1.0,13.0,5537.1809101,1,1278
1210.0,70,1210_70,114.0,1.0,29.0,3636.4692218,1,1278
1213.0,70,1213_70,32.0,0.0,30.0,5931.0344828,1,1278
1215.0,70,1215_70,107.0,0.0,21.0,3971.7607973,1,1278
1274.0,70,1274_70,2162.0,0.0,36.0,2302.2894084,1,1278
1333.0,70,1333_70,72.0,0.0,39.0,3191.8103448,1,1278
1358.0,70,1358_70,213.0,0.0,20.0,2778.425656,1,1278
1413.0,70,1413_70,205.0,0.0,41.0,3052.3055747,1,1278
1435.0,70,1435_70,27.0,0.0,35.0,9462.6865671,1,1278
1462.0,70,1462_70,116.0,1.0,37.0,2734.1176471,1,1278
1511.0,70,1511_70,21.0,1.0,45.0,3492.1875,1,1278
1514.0,70,1514_70,84.0,0.0,36.0,3021.6998192,1,1278
1518.0,70,1518_70,55.0,1.0,49.0,3401.4778325,1,1278
1572.0,70,1572_70,174.0,1.0,39.0,3306.6933067,1,1278
1618.0,70,1618_70,189.0,1.0,11.0,2890.4876099,1,1278
1683.0,70,1683_70,461.0,1.0,30.0,4485.2135815,1,1278
1726.0,70,1726_70,29.0,0.0,25.0,7045.8715596,1,1278
1734.0,70,1734_70,1.0,0.0,10.0,15000.0,1,1278
1765.0,70,1765_70,67.0,1.0,28.0,4535.5029586,1,1278
1772.0,70,1772_70,95.0,0.0,48.0,3161.8705036,1,1278
1773.0,70,1773_70,185.0,0.0,45.0,4784.7593584,1,1278
1791.0,70,1791_70,114.0,1.0,22.0,4873.7060041,1,1278
1792.0,70,1792_70,72.0,0.0,14.0,3951.0489511,1,1278
1877.0,70,1877_70,50.0,1.0,22.0,8245.0,1,1278
1939.0,70,1939_70,131.0,1.0,42.0,3082.063306,1,1278
1968.0,70,1968_70,123.0,0.0,35.0,4183.4130782,1,1278
1995.0,70,1995_70,186.0,0.0,19.0,3335.3605561,1,1278
2010.0,70,2010_70,43.0,1.0,27.0,2885.2459016,1,1278
2107.0,70,2107_70,16.0,1.0,31.0,3597.4025974,1,1278
2115.0,70,2115_70,227.0,1.0,41.0,3238.0627558,1,1278
2142.0,70,2142_70,293.0,1.0,35.0,4236.2989324,1,1278
2143.0,70,2143_70,353.0,0.0,48.0,3681.7957573,1,1278
2252.0,70,2252_70,187.0,0.0,15.0,3516.1290322,1,1278
2294.0,70,2294_70,83.0,1.0,24.0,3320.3883495,1,1278
2309.0,70,2309_70,112.0,0.0,17.0,3162.2306718,1,1278
2339.0,70,2339_70,98.0,0.0,25.0,4224.4008714,1,1278
2373.0,70,2373_70,93.0,0.0,11.0,3488.4868421,1,1278
2472.0,70,2472_70,291.0,0.0,41.0,3347.6959904,1,1278
2475.0,70,2475_70,7.0,0.0,31.0,1910.2564102,1,1278
2482.0,70,2482_70,156.0,1.0,29.0,4652.6772793,1,1278
2524.0,70,2524_70,82.0,0.0,21.0,4002.5510204,1,1278
2535.0,70,2535_70,98.0,1.0,32.0,4610.5860113,1,1278
2545.0,70,2545_70,47.0,0.0,42.0,6005.2356022,1,1278
2599.0,70,2599_70,137.0,0.0,14.0,4876.0907505,1,1278
2636.0,70,2636_70,815.0,0.0,42.0,4201.5057573,1,1278
2661.0,70,2661_70,81.0,1.0,15.0,3920.0819672,1,1278
2689.0,70,2689_70,212.0,1.0,46.0,3540.6226272,1,1278
2692.0,70,2692_70,150.0,1.0,16.0,3548.3870968,1,1278
2726.0,70,2726_70,77.0,0.0,10.0,3553.9419087,1,1278
2731.0,70,2731_70,84.0,1.0,25.0,5087.2817955,1,1278
2747.0,70,2747_70,300.0,0.0,48.0,3030.4849884,1,1278
2758.0,70,2758_70,419.0,0.0,12.0,4011.1561866,1,1278
2763.0,70,2763_70,273.0,0.0,19.0,4085.7740585,1,1278
2775.0,70,2775_70,104.0,1.0,41.0,4444.9541284,1,1278
2782.0,70,2782_70,27.0,0.0,17.0,4220.0,1,1278
2839.0,70,2839_70,126.0,0.0,25.0,4121.3960546,1,1278
2948.0,70,2948_70,47.0,1.0,21.0,4371.6814159,1,1278
2969.0,70,2969_70,407.0,1.0,31.0,2886.5327381,1,1278
2969.0,70,2969_70,365.0,0.0,48.0,3988.7920299,1,1278
2982.0,70,2982_70,269.0,0.0,49.0,2507.6252723,1,1278
2989.0,70,2989_70,26.0,0.0,11.0,4041.958042,1,1278
2992.0,70,2992_70,89.0,1.0,23.0,4212.1807466,1,1278
2.0,18,2_18,195.0,1.0,41.0,2974.1824441,3,567
25.0,18,25_18,55.0,0.0,42.0,3944.8529411,3,567
55.0,18,55_18,189.0,1.0,32.0,4091.4158306,3,567
61.0,18,61_18,58.0,0.0,14.0,3496.5986395,3,567
84.0,18,84_18,220.0,0.0,34.0,4315.6146179,3,567
106.0,18,106_18,91.0,0.0,15.0,3070.2811245,3,567
136.0,18,136_18,91.0,0.0,30.0,3586.9565218,3,567
151.0,18,151_18,230.0,0.0,30.0,3783.4507042,3,567
186.0,18,186_18,303.0,0.0,48.0,3163.8297872,3,567
200.0,18,200_18,305.0,0.0,48.0,4678.367347,3,567
205.0,18,205_18,85.0,0.0,15.0,3200.4219409,3,567
206.0,18,206_18,462.0,0.0,38.0,3497.0364098,3,567
262.0,18,262_18,232.0,0.0,39.0,4713.5362015,3,567
285.0,18,285_18,47.0,0.0,23.0,5010.6951871,3,567
292.0,18,292_18,189.0,1.0,20.0,3273.6124635,3,567
301.0,18,301_18,95.0,0.0,15.0,4737.327189,3,567
302.0,18,302_18,19.0,1.0,21.0,6392.1568628,3,567
315.0,18,315_18,188.0,1.0,38.0,3650.6329114,3,567
384.0,18,384_18,18.0,1.0,41.0,4044.4444444,3,567
402.0,18,402_18,66.0,0.0,21.0,3768.2539683,3,567
405.0,18,405_18,132.0,1.0,13.0,2120.5673759,3,567
406.0,18,406_18,349.0,1.0,44.0,3367.2166046,3,567
420.0,18,420_18,38.0,1.0,27.0,2723.4042553,3,567
450.0,18,450_18,80.0,0.0,25.0,3900.7263923,3,567
457.0,18,457_18,67.0,1.0,37.0,3628.0487804,3,567
458.0,18,458_18,53.0,0.0,15.0,2923.5294118,3,567
460.0,18,460_18,361.0,1.0,36.0,3450.8733624,3,567
466.0,18,466_18,49.0,0.0,18.0,4063.9269407,3,567
469.0,18,469_18,159.0,1.0,40.0,3236.1702128,3,567
484.0,18,484_18,71.0,1.0,23.0,3922.3880597,3,567
490.0,18,490_18,85.0,1.0,26.0,2116.0409556,3,567
492.0,18,492_18,114.0,0.0,18.0,3818.487395,3,567
505.0,18,505_18,57.0,1.0,12.0,2033.970276,3,567
526.0,18,526_18,130.0,1.0,28.0,3005.5172414,3,567
543.0,18,543_18,111.0,0.0,24.0,2591.7001339,3,567
569.0,18,569_18,107.0,0.0,17.0,3378.4665579,3,567
576.0,18,576_18,313.0,0.0,48.0,4377.6129468,3,567
578.0,18,578_18,41.0,1.0,28.0,2750.929368,3,567
592.0,18,592_18,320.0,1.0,22.0,3014.994233,3,567
632.0,18,632_18,146.0,0.0,13.0,3398.6111111,3,567
667.0,18,667_18,112.0,1.0,17.0,2892.8571429,3,567
674.0,18,674_18,310.0,0.0,33.0,2493.902439,3,567
683.0,18,683_18,43.0,1.0,17.0,3305.9701493,3,567
697.0,18,697_18,266.0,1.0,29.0,2565.2173913,3,567
702.0,18,702_18,49.0,0.0,22.0,3433.4763949,3,567
758.0,18,758_18,99.0,0.0,22.0,3760.3960396,3,567
775.0,18,775_18,37.0,1.0,32.0,3459.2274678,3,567
827.0,18,827_18,133.0,0.0,17.0,3120.9964413,3,567
838.0,18,838_18,65.0,0.0,10.0,4755.4744525,3,567
861.0,18,861_18,38.0,0.0,18.0,2819.0045249,3,567
873.0,18,873_18,45.0,0.0,36.0,4270.1421801,3,567
937.0,18,937_18,11.0,0.0,30.0,6380.9523809,3,567
1010.0,18,1010_18,471.0,1.0,14.0,4597.5479744,3,567
1014.0,18,1014_18,7.0,0.0,39.0,1338.028169,3,567
1036.0,18,1036_18,159.0,0.0,32.0,3333.3333333,3,567
1048.0,18,1048_18,141.0,0.0,18.0,4761.1710324,3,567
1070.0,18,1070_18,368.0,1.0,17.0,3935.0383632,3,567
1075.0,18,1075_18,177.0,0.0,35.0,3750.245821,3,567
1087.0,18,1087_18,78.0,0.0,11.0,3202.247191,3,567
1104.0,18,1104_18,194.0,1.0,15.0,3473.6379614,3,567
1111.0,18,1111_18,16.0,0.0,43.0,3859.1549296,3,567
1180.0,18,1180_18,67.0,1.0,27.0,3967.9715302,3,567
1193.0,18,1193_18,186.0,1.0,12.0,3515.0571132,3,567
1202.0,18,1202_18,57.0,0.0,16.0,4372.8070176,3,567
1214.0,18,1214_18,195.0,0.0,12.0,3674.5182013,3,567
1225.0,18,1225_18,118.0,0.0,36.0,3235.4694486,3,567
1232.0,18,1232_18,29.0,0.0,39.0,3435.2941176,3,567
1239.0,18,1239_18,149.0,1.0,15.0,3701.5130674,3,567
1257.0,18,1257_18,186.0,1.0,16.0,3267.826087,3,567
1260.0,18,1260_18,55.0,1.0,11.0,4501.6949153,3,567
1269.0,18,1269_18,262.0,0.0,26.0,3428.6600497,3,567
1274.0,18,1274_18,43.0,1.0,26.0,2072.0221607,3,567
1277.0,18,1277_18,32.0,0.0,40.0,3955.6962025,3,567
1279.0,18,1279_18,114.0,0.0,25.0,3953.5928144,3,567
1299.0,18,1299_18,123.0,0.0,17.0,2499.4450611,3,567
1367.0,18,1367_18,249.0,1.0,27.0,3263.6655949,3,567
1368.0,18,1368_18,275.0,0.0,24.0,4785.9209258,3,567
1394.0,18,1394_18,129.0,0.0,39.0,3129.5336788,3,567
1417.0,18,1417_18,43.0,1.0,13.0,5283.3333334,3,567
1442.0,18,1442_18,8.0,0.0,48.0,2780.0,3,567
1466.0,18,1466_18,84.0,0.0,44.0,3318.8720174,3,567
1509.0,18,1509_18,186.0,1.0,23.0,3497.0760234,3,567
1511.0,18,1511_18,19.0,0.0,28.0,3184.4660194,3,567
1537.0,18,1537_18,77.0,1.0,37.0,3471.1316397,3,567
1543.0,18,1543_18,150.0,1.0,29.0,4603.9215686,3,567
1567.0,18,1567_18,76.0,0.0,46.0,2629.6296296,3,567
1585.0,18,1585_18,66.0,1.0,23.0,2281.496063,3,567
1589.0,18,1589_18,451.0,0.0,10.0,3578.1057811,3,567
1647.0,18,1647_18,14.0,1.0,43.0,3119.0476191,3,567
1691.0,18,1691_18,58.0,1.0,46.0,3737.4100719,3,567
1734.0,18,1734_18,2.0,1.0,29.0,22500.0,3,567
1748.0,18,1748_18,252.0,0.0,10.0,4356.8904593,3,567
1749.0,18,1749_18,35.0,1.0,43.0,3816.5680473,3,567
1755.0,18,1755_18,79.0,0.0,18.0,3362.6373626,3,567
1768.0,18,1768_18,79.0,0.0,19.0,3319.1489361,3,567
1786.0,18,1786_18,109.0,1.0,27.0,3566.9014085,3,567
1792.0,18,1792_18,103.0,1.0,43.0,4347.4576272,3,567
1807.0,18,1807_18,5.0,0.0,33.0,6250.0,3,567
1832.0,18,1832_18,286.0,0.0,46.0,4190.7216494,3,567
1840.0,18,1840_18,116.0,0.0,11.0,4723.0769231,3,567
1842.0,18,1842_18,153.0,0.0,41.0,3165.8189217,3,567
1846.0,18,1846_18,145.0,0.0,15.0,3346.6666667,3,567
1858.0,18,1858_18,106.0,1.0,21.0,4969.3396227,3,567
1905.0,18,1905_18,139.0,0.0,36.0,2882.1243523,3,567
1942.0,18,1942_18,104.0,0.0,21.0,3412.4748491,3,567
1949.0,18,1949_18,128.0,1.0,43.0,3817.7710843,3,567
2007.0,18,2007_18,82.0,1.0,40.0,3889.7435897,3,567
2022.0,18,2022_18,78.0,1.0,41.0,4501.4084507,3,567
2030.0,18,2030_18,47.0,0.0,13.0,5887.5739644,3,567
2039.0,18,2039_18,85.0,0.0,38.0,4597.5975976,3,567
2046.0,18,2046_18,44.0,1.0,37.0,4711.3402062,3,567
2054.0,18,2054_18,43.0,1.0,18.0,5082.8729282,3,567
2057.0,18,2057_18,97.0,0.0,15.0,4113.8716356,3,567
2059.0,18,2059_18,65.0,0.0,45.0,4758.2417582,3,567
2088.0,18,2088_18,55.0,0.0,41.0,4837.0044052,3,567
2093.0,18,2093_18,58.0,1.0,42.0,4879.8076922,3,567
2115.0,18,2115_18,219.0,0.0,13.0,2948.2758621,3,567
2120.0,18,2120_18,122.0,0.0,31.0,4330.4195804,3,567
2123.0,18,2123_18,46.0,1.0,14.0,4530.8056872,3,567
2136.0,18,2136_18,154.0,1.0,36.0,4388.0837359,3,567
2142.0,18,2142_18,183.0,1.0,43.0,4186.1012956,3,567
2181.0,18,2181_18,149.0,1.0,48.0,4595.446585,3,567
2187.0,18,2187_18,116.0,0.0,26.0,3750.0,3,567
2208.0,18,2208_18,164.0,1.0,16.0,4381.0888252,3,567
2220.0,18,2220_18,120.0,1.0,10.0,3271.2680578,3,567
2243.0,18,2243_18,114.0,0.0,40.0,4405.3497943,3,567
2263.0,18,2263_18,113.0,1.0,38.0,2574.4908896,3,567
2321.0,18,2321_18,123.0,1.0,43.0,4063.9658848,3,567
2328.0,18,2328_18,206.0,1.0,40.0,5152.8588097,3,567
2334.0,18,2334_18,36.0,1.0,26.0,4557.8231293,3,567
2357.0,18,2357_18,151.0,1.0,38.0,3936.9250986,3,567
2396.0,18,2396_18,49.0,0.0,19.0,5342.8571429,3,567
2400.0,18,2400_18,37.0,1.0,48.0,4217.3913043,3,567
2402.0,18,2402_18,18.0,1.0,26.0,4548.0769231,3,567
2451.0,18,2451_18,28.0,0.0,45.0,4038.0952381,3,567
2491.0,18,2491_18,26.0,0.0,29.0,3068.9655173,3,567
2524.0,18,2524_18,99.0,0.0,42.0,4515.5131265,3,567
2530.0,18,2530_18,278.0,0.0,25.0,4114.9425287,3,567
2542.0,18,2542_18,89.0,1.0,22.0,4561.3577024,3,567
2553.0,18,2553_18,175.0,0.0,31.0,3789.7862233,3,567
2563.0,18,2563_18,146.0,0.0,15.0,4716.1290322,3,567
2570.0,18,2570_18,25.0,1.0,19.0,6035.7142857,3,567
2584.0,18,2584_18,307.0,0.0,33.0,4296.2382446,3,567
2599.0,18,2599_18,187.0,1.0,36.0,5037.9146919,3,567
2625.0,18,2625_18,48.0,0.0,20.0,4445.7142858,3,567
2636.0,18,2636_18,246.0,0.0,46.0,4164.0552995,3,567
2637.0,18,2637_18,270.0,0.0,35.0,3038.8692579,3,567
2669.0,18,2669_18,71.0,0.0,27.0,6175.510204,3,567
2699.0,18,2699_18,105.0,0.0,34.0,2947.9166667,3,567
2749.0,18,2749_18,27.0,1.0,45.0,5247.0588235,3,567
2764.0,18,2764_18,253.0,1.0,11.0,4656.4814814,3,567
2775.0,18,2775_18,116.0,1.0,46.0,4823.095823,3,567
2820.0,18,2820_18,42.0,1.0,44.0,2005.8479532,3,567
2853.0,18,2853_18,79.0,0.0,47.0,4070.1754386,3,567
2891.0,18,2891_18,39.0,0.0,38.0,3844.9197861,3,567
2986.0,18,2986_18,16.0,0.0,36.0,2900.0,3,567
2.0,76,2_76,172.0,0.0,40.0,2617.2624237,2,2109
8.0,76,8_76,235.0,1.0,17.0,3721.3675213,2,2109
18.0,76,18_76,315.0,0.0,24.0,3589.2461197,2,2109
22.0,76,22_76,331.0,1.0,19.0,3126.3001486,2,2109
27.0,76,27_76,131.0,1.0,32.0,3276.8211921,2,2109
38.0,76,38_76,133.0,0.0,26.0,4005.2151239,2,2109
39.0,76,39_76,135.0,1.0,18.0,3602.0942408,2,2109
43.0,76,43_76,188.0,1.0,36.0,3439.148073,2,2109
54.0,76,54_76,239.0,0.0,22.0,3422.705314,2,2109
57.0,76,57_76,334.0,0.0,15.0,3180.3108808,2,2109
60.0,76,60_76,70.0,0.0,38.0,4961.7834395,2,2109
62.0,76,62_76,128.0,0.0,49.0,3551.4612452,2,2109
71.0,76,71_76,128.0,1.0,21.0,3927.7286136,2,2109
75.0,76,75_76,657.0,1.0,31.0,3815.5749227,2,2109
76.0,76,76_76,19.0,0.0,15.0,2787.6106194,2,2109
88.0,76,88_76,161.0,0.0,18.0,3152.7777777,2,2109
106.0,76,106_76,127.0,0.0,36.0,4774.2998352,2,2109
118.0,76,118_76,116.0,1.0,10.0,3512.8593041,2,2109
144.0,76,144_76,13.0,1.0,21.0,4677.9661017,2,2109
145.0,76,145_76,206.0,0.0,37.0,3462.2356496,2,2109
147.0,76,147_76,72.0,1.0,32.0,3929.3478261,2,2109
152.0,76,152_76,167.0,1.0,39.0,3593.676815,2,2109
157.0,76,157_76,203.0,0.0,40.0,2669.7490093,2,2109
158.0,76,158_76,81.0,1.0,30.0,3127.2015656,2,2109
168.0,76,168_76,89.0,0.0,30.0,3884.9372385,2,2109
172.0,76,172_76,183.0,1.0,20.0,2677.6075857,2,2109
183.0,76,183_76,228.0,0.0,27.0,3786.6242038,2,2109
199.0,76,199_76,303.0,0.0,26.0,3640.6345332,2,2109
202.0,76,202_76,122.0,1.0,40.0,2708.3333333,2,2109
205.0,76,205_76,145.0,0.0,16.0,3068.6641698,2,2109
206.0,76,206_76,344.0,1.0,13.0,3640.0634249,2,2109
211.0,76,211_76,174.0,0.0,18.0,2912.4218052,2,2109
219.0,76,219_76,83.0,0.0,38.0,2732.8990228,2,2109
235.0,76,235_76,128.0,0.0,20.0,3099.4065282,2,2109
238.0,76,238_76,211.0,0.0,20.0,4233.5907336,2,2109
246.0,76,246_76,77.0,1.0,38.0,4181.8181818,2,2109
247.0,76,247_76,313.0,0.0,24.0,4286.9875223,2,2109
264.0,76,264_76,63.0,1.0,34.0,3407.5144508,2,2109
292.0,76,292_76,159.0,0.0,31.0,2782.4831569,2,2109
296.0,76,296_76,32.0,1.0,29.0,3668.3673469,2,2109
301.0,76,301_76,110.0,0.0,38.0,3860.4651163,2,2109
320.0,76,320_76,115.0,1.0,30.0,3848.1675392,2,2109
328.0,76,328_76,6.0,1.0,37.0,3588.2352941,2,2109
335.0,76,335_76,365.0,0.0,17.0,3189.9736148,2,2109
336.0,76,336_76,381.0,0.0,14.0,4465.4586636,2,2109
352.0,76,352_76,102.0,1.0,28.0,4452.3809524,2,2109
358.0,76,358_76,179.0,1.0,11.0,3696.2025317,2,2109
380.0,76,380_76,162.0,0.0,36.0,3166.1166117,2,2109
416.0,76,416_76,83.0,1.0,15.0,4458.3333333,2,2109
428.0,76,428_76,87.0,0.0,32.0,3155.0522648,2,2109
466.0,76,466_76,53.0,0.0,30.0,3740.6015038,2,2109
478.0,76,478_76,137.0,0.0,36.0,2499.5640802,2,2109
481.0,76,481_76,73.0,1.0,30.0,3512.9310345,2,2109
498.0,76,498_76,80.0,1.0,16.0,3248.6956522,2,2109
500.0,76,500_76,172.0,1.0,19.0,4329.4723294,2,2109
503.0,76,503_76,59.0,1.0,23.0,4139.6103896,2,2109
512.0,76,512_76,171.0,1.0,49.0,4156.0693641,2,2109
538.0,76,538_76,187.0,0.0,25.0,2809.1993186,2,2109
547.0,76,547_76,129.0,0.0,26.0,3513.6690648,2,2109
550.0,76,550_76,224.0,0.0,35.0,3002.5083612,2,2109
552.0,76,552_76,148.0,1.0,25.0,3617.9624665,2,2109
558.0,76,558_76,164.0,1.0,29.0,3565.7327586,2,2109
565.0,76,565_76,100.0,0.0,40.0,3042.8134557,2,2109
567.0,76,567_76,94.0,1.0,13.0,2950.0,2,2109
572.0,76,572_76,179.0,1.0,12.0,3690.3614458,2,2109
580.0,76,580_76,23.0,0.0,30.0,3254.3859649,2,2109
581.0,76,581_76,91.0,0.0,28.0,4686.9747899,2,2109
583.0,76,583_76,230.0,1.0,21.0,3854.3516874,2,2109
589.0,76,589_76,136.0,1.0,44.0,3500.6273525,2,2109
605.0,76,605_76,101.0,1.0,25.0,3615.1202749,2,2109
606.0,76,606_76,236.0,1.0,25.0,2468.1844717,2,2109
607.0,76,607_76,93.0,0.0,12.0,3280.5907173,2,2109
636.0,76,636_76,392.0,0.0,25.0,2809.3994778,2,2109
640.0,76,640_76,123.0,0.0,27.0,3088.127295,2,2109
656.0,76,656_76,45.0,1.0,38.0,3755.1020408,2,2109
