num_tries,boost_used,attack_duration,score,character_type,hitpoints
151.0,0.0,49.0,3353.5457348,3,2677
52.0,0.0,18.0,2660.9195402,0,900
1815.0,1.0,22.0,4226.5634166,2,2770
204.0,0.0,17.0,2727.2727273,0,2539
71.0,1.0,48.0,4455.9748428,3,643
172.0,0.0,15.0,3105.4925893,0,2230
93.0,1.0,24.0,4005.9171598,2,1401
167.0,1.0,20.0,2854.7237076,1,1786
138.0,1.0,33.0,3233.6683417,0,2230
691.0,0.0,45.0,6157.4773413,3,705
85.0,0.0,24.0,3789.3617021,3,1818
413.0,1.0,16.0,2349.5472186,3,1074
146.0,0.0,14.0,3295.0513539,2,1428
31.0,1.0,39.0,2037.2670807,0,2185
69.0,0.0,28.0,2639.8104265,3,1415
125.0,1.0,42.0,2610.9090909,2,1428
262.0,0.0,37.0,2913.3211679,3,1415
62.0,1.0,46.0,5083.0188679,0,1579
34.0,0.0,10.0,4480.4469273,3,1837
49.0,1.0,16.0,4404.1811847,1,788
45.0,0.0,39.0,4925.2873563,0,2289
298.0,0.0,48.0,2158.0246914,3,563
14.0,0.0,35.0,7025.6410257,3,2313
129.0,0.0,39.0,3129.5336788,3,567
75.0,0.0,43.0,4897.368421,0,1579
91.0,1.0,24.0,3930.4347826,0,2289
89.0,1.0,43.0,2810.6995885,1,1633
86.0,1.0,16.0,2256.9906791,0,2248
79.0,1.0,38.0,4682.051282,2,1428
322.0,0.0,46.0,2460.3305785,0,900
40.0,0.0,10.0,4711.5384615,3,2677
250.0,1.0,30.0,3912.1212121,1,1339
81.0,0.0,37.0,4839.7790055,1,1278
357.0,0.0,47.0,6067.1400904,2,1297
289.0,0.0,14.0,2651.1627907,0,729
123.0,1.0,44.0,3927.7108434,2,1902
498.0,0.0,28.0,3112.7976969,3,1415
532.0,0.0,34.0,2478.9827659,1,1633
24.0,1.0,42.0,2851.3513514,3,1074
176.0,1.0,32.0,3573.4840699,3,628
233.0,0.0,21.0,3061.3905326,2,1902
388.0,1.0,42.0,3721.1538461,2,1902
35.0,0.0,34.0,3601.0362694,2,1274
99.0,0.0,43.0,2644.4444444,3,2205
216.0,1.0,22.0,1827.4547188,0,1282
58.0,0.0,36.0,2036.8763557,3,2101
150.0,0.0,28.0,4345.5188679,2,713
178.0,0.0,39.0,3474.6317512,3,1415
81.0,0.0,30.0,3898.3402489,3,643
126.0,1.0,11.0,3036.8171022,0,931
369.0,0.0,16.0,3244.2096708,3,2677
226.0,1.0,40.0,3994.8186529,1,1996
97.0,1.0,10.0,7302.0833332,3,2677
58.0,1.0,26.0,3985.2941177,2,713
112.0,1.0,31.0,4675.041876,3,2677
106.0,0.0,49.0,3396.656535,3,2205
385.0,0.0,16.0,3106.042417,0,931
326.0,1.0,17.0,3520.6185567,2,1902
150.0,0.0,17.0,2176.4004767,3,1415
68.0,0.0,32.0,3274.5995423,1,1992
112.0,0.0,25.0,2304.7808765,3,1415
268.0,1.0,29.0,3767.8471051,3,2677
173.0,0.0,29.0,1930.6698002,2,1902
174.0,1.0,47.0,5370.4171934,2,1297
87.0,0.0,13.0,3410.5011933,0,2289
140.0,0.0,35.0,2322.2506394,0,2612
116.0,1.0,25.0,2842.8899083,0,2557
22.0,0.0,45.0,2645.3900709,1,1278
636.0,0.0,27.0,2773.9403454,2,2622
606.0,1.0,20.0,2832.444783,3,2559
106.0,1.0,41.0,3760.6382979,0,931
201.0,1.0,10.0,3505.7113188,3,1926
69.0,0.0,30.0,2955.9748428,3,1926
15.0,0.0,43.0,2654.8672566,0,2230
101.0,1.0,28.0,1810.1851852,2,1459
223.0,0.0,12.0,2370.7664884,3,2101
142.0,1.0,15.0,2490.1365705,2,1339
390.0,0.0,44.0,3212.1951219,2,713
147.0,1.0,26.0,3455.3881808,1,2298
248.0,1.0,35.0,3628.5278413,1,1339
58.0,0.0,35.0,4173.5357917,3,1415
227.0,0.0,43.0,3994.1656943,3,2863
55.0,0.0,16.0,3500.0,1,1339
252.0,1.0,24.0,3448.3914209,0,1084
891.0,0.0,25.0,4874.3743743,0,1084
289.0,1.0,34.0,3190.3858317,0,2230
140.0,0.0,24.0,3954.4688027,2,2058
72.0,0.0,45.0,4337.962963,2,713
75.0,1.0,17.0,4376.7772512,2,713
411.0,1.0,18.0,4733.4024896,2,2591
332.0,1.0,17.0,4187.0460048,0,1084
582.0,0.0,32.0,3933.5130278,0,2557
194.0,0.0,35.0,2394.6759259,2,2622
182.0,1.0,24.0,2103.1207598,3,1926
439.0,1.0,43.0,2652.5918297,0,2248
25.0,1.0,46.0,4259.5419847,0,2557
264.0,1.0,33.0,2552.4798155,2,707
378.0,1.0,29.0,2875.8650519,1,1996
104.0,1.0,47.0,2917.5257732,2,1902
238.0,0.0,23.0,3166.6666667,3,1415
178.0,1.0,14.0,2358.6530932,0,2248
202.0,0.0,46.0,3812.5603865,0,2230
71.0,0.0,43.0,3566.6041276,3,628
405.0,0.0,13.0,3250.862069,0,2557
14.0,0.0,10.0,3000.0,2,2770
151.0,0.0,43.0,4962.9629629,3,1837
171.0,1.0,49.0,4050.955414,1,1278
53.0,1.0,31.0,5351.3513513,3,2029
173.0,1.0,38.0,1930.1038062,2,1406
190.0,0.0,27.0,4310.0634633,2,1297
23.0,0.0,20.0,2891.025641,1,2298
92.0,0.0,37.0,3466.1157025,2,707
213.0,1.0,43.0,3357.079252,3,1926
117.0,1.0,35.0,3423.7918216,3,2677
266.0,0.0,13.0,3085.6689582,0,2557
78.0,0.0,15.0,4592.1052632,0,754
254.0,1.0,33.0,3168.8466112,1,1339
1113.0,0.0,41.0,3548.690205,3,2677
154.0,0.0,23.0,4399.659864,1,720
43.0,0.0,46.0,4022.9885057,1,1992
409.0,1.0,40.0,3555.648887,2,1428
116.0,0.0,35.0,3853.5031847,2,2058
188.0,1.0,39.0,3433.3619948,2,1902
10.0,1.0,38.0,2032.6086957,3,1074
71.0,0.0,36.0,3733.6814621,2,2299
228.0,1.0,22.0,3077.6397515,0,2557
445.0,1.0,19.0,2058.8392618,0,2248
148.0,0.0,10.0,3241.0147991,0,2557
79.0,1.0,13.0,3890.7216495,0,2557
297.0,1.0,29.0,4557.4043262,1,788
40.0,0.0,16.0,2596.0784314,1,1370
266.0,0.0,40.0,2829.4478528,3,1248
171.0,0.0,29.0,4291.7152859,0,931
57.0,1.0,45.0,4742.04947,3,2121
61.0,1.0,18.0,4285.2564102,0,2289
91.0,0.0,28.0,3305.2837573,0,2406
210.0,0.0,11.0,2475.2714114,3,2677
93.0,1.0,49.0,3292.1348315,3,1818
62.0,0.0,42.0,3176.0204081,0,2557
51.0,0.0,12.0,3320.8191126,1,1339
159.0,1.0,40.0,3236.1702128,3,567
209.0,1.0,41.0,3726.9478199,2,1297
78.0,0.0,34.0,2213.3526851,2,2622
101.0,0.0,13.0,2356.0126582,1,1202
362.0,1.0,16.0,3070.8722742,1,788
195.0,1.0,22.0,4040.3700589,0,923
247.0,0.0,39.0,4087.7893057,2,1428
173.0,0.0,41.0,1847.6374156,1,1202
297.0,1.0,41.0,3573.3752621,1,1633
45.0,1.0,37.0,2371.4285714,3,1415
148.0,0.0,47.0,3399.5726496,0,1554
82.0,0.0,27.0,2995.5423477,1,1633
73.0,0.0,27.0,3779.4486215,0,729
192.0,0.0,25.0,4145.0549451,1,1313
132.0,0.0,16.0,4241.6998672,2,1475
61.0,1.0,33.0,3369.4444444,2,1406
204.0,0.0,49.0,3524.9584026,3,1837
95.0,0.0,11.0,3532.5203252,3,1074
88.0,0.0,48.0,3415.1785714,0,2289
168.0,0.0,29.0,3214.5251397,0,2289
55.0,0.0,42.0,3944.8529411,3,567
61.0,1.0,16.0,3222.4669604,2,713
45.0,0.0,41.0,3912.1338912,3,2677
142.0,1.0,34.0,2837.962963,3,1415
217.0,0.0,30.0,2719.1078963,3,1415
470.0,0.0,11.0,2879.0406673,0,930
1300.0,1.0,15.0,3504.2724757,1,2298
22.0,1.0,18.0,4393.4426229,0,1043
101.0,1.0,41.0,3410.8658744,1,1278
106.0,0.0,22.0,2945.8064516,2,1942
139.0,0.0,42.0,3424.5524297,0,2289
72.0,0.0,39.0,3191.8103448,1,1278
56.0,1.0,27.0,2535.8166189,1,1370
296.0,0.0,41.0,2666.6666667,2,1028
159.0,0.0,15.0,2863.1950574,2,2848
276.0,1.0,23.0,3170.2770781,1,788
41.0,1.0,30.0,4280.7881773,0,2289
203.0,0.0,19.0,2672.0733427,2,2622
446.0,0.0,32.0,4089.1875382,3,2994
353.0,1.0,35.0,2616.3358282,3,2205
169.0,0.0,36.0,3230.5319969,1,2298
304.0,0.0,27.0,1887.0308436,2,1459
137.0,0.0,38.0,2988.9012208,0,2557
79.0,0.0,29.0,2923.2409381,1,1260
186.0,0.0,14.0,6188.7226697,0,2735
650.0,1.0,37.0,3742.5439714,1,2298
209.0,1.0,17.0,5218.9944134,3,2677
39.0,0.0,33.0,3941.8604651,0,2289
97.0,1.0,49.0,3827.856025,2,713
2162.0,0.0,36.0,2302.2894084,1,1278
90.0,0.0,17.0,3451.9056262,0,2557
119.0,1.0,27.0,6480.6378132,1,1339
114.0,0.0,48.0,2437.1257485,1,1339
126.0,0.0,33.0,3489.7074756,2,713
127.0,0.0,19.0,2900.4192872,0,2248
257.0,0.0,24.0,3899.7695853,2,713
393.0,1.0,14.0,3065.4890134,0,2248
116.0,1.0,24.0,3839.6501457,1,1339
212.0,0.0,19.0,2364.4314869,2,1902
119.0,1.0,33.0,4113.2075472,1,1339
183.0,1.0,48.0,2487.5930521,1,1633
252.0,0.0,30.0,4211.2436116,2,2109
186.0,0.0,35.0,4207.7348066,3,2677
189.0,1.0,13.0,5537.1809101,1,1278
131.0,0.0,14.0,3652.6867628,0,2230
35.0,1.0,30.0,3270.9677419,3,1837
177.0,0.0,26.0,2835.2769679,3,963
139.0,1.0,24.0,4110.7954546,0,729
442.0,1.0,39.0,2779.121322,3,2559
28.0,1.0,26.0,3976.4705882,0,2557
67.0,0.0,46.0,1837.3287671,3,1415
27.0,1.0,34.0,2432.5581395,0,900
95.0,0.0,34.0,2818.8874515,1,1633
180.0,0.0,32.0,3652.0737327,3,1818
132.0,1.0,16.0,2695.1219512,1,2091
81.0,1.0,18.0,4270.7930367,2,1428
357.0,0.0,10.0,4633.7706788,3,1837
52.0,1.0,39.0,3518.7319885,0,2185
28.0,1.0,34.0,6777.7777777,3,2677
429.0,1.0,12.0,3029.9458426,3,2677
123.0,0.0,39.0,4111.2484549,2,713
365.0,0.0,37.0,3276.3212651,3,2677
135.0,1.0,25.0,2221.1981567,2,1028
260.0,0.0,49.0,4678.4565916,0,754
40.0,0.0,20.0,2792.2077922,0,2557
68.0,0.0,39.0,3496.1636829,1,1996
263.0,1.0,35.0,4360.2391629,3,1837
209.0,0.0,35.0,3200.1755926,0,2289
27.0,0.0,17.0,4229.1666667,3,1818
2176.0,0.0,44.0,3895.9323399,3,1837
215.0,0.0,21.0,3093.9431397,1,1633
569.0,0.0,21.0,3061.7933211,0,2557
13.0,1.0,29.0,6789.4736842,3,1837
449.0,1.0,42.0,2310.1648352,0,1975
164.0,0.0,47.0,2590.4617714,3,2677
130.0,1.0,33.0,3340.2597403,3,2101
179.0,0.0,27.0,2665.6649136,2,2622
53.0,0.0,24.0,4011.461318,2,1428
70.0,1.0,35.0,4700.7042254,2,2109
307.0,0.0,18.0,4050.0290867,1,2298
153.0,1.0,29.0,2323.8897397,1,1932
168.0,1.0,33.0,2134.2534504,3,1415
38.0,0.0,15.0,2763.7130802,0,900
90.0,0.0,24.0,2868.2170543,0,2671
449.0,0.0,48.0,2551.6388374,0,931
354.0,0.0,44.0,3266.2746745,3,1837
88.0,0.0,41.0,6020.361991,3,2029
195.0,1.0,38.0,3295.7042957,1,1260
134.0,1.0,27.0,3468.5714285,1,1992
27.0,1.0,17.0,5509.4339623,3,2121
140.0,0.0,30.0,5118.0400892,1,1313
272.0,0.0,12.0,2338.1062356,3,2559
125.0,1.0,18.0,2877.1186441,0,2557
815.0,0.0,42.0,4201.5057573,1,1278
36.0,0.0,10.0,5510.7913669,2,1428
60.0,1.0,25.0,1867.4157303,1,2713
115.0,1.0,30.0,3848.1675392,2,2109
163.0,0.0,30.0,2539.2829901,3,2205
255.0,0.0,39.0,2778.9358201,2,1902
1.0,1.0,20.0,27000.0,3,2029
173.0,1.0,12.0,3714.7435897,1,1313
194.0,1.0,44.0,2937.0485036,2,2058
262.0,0.0,25.0,2961.3707165,3,963
210.0,0.0,48.0,4349.7164461,3,1837
184.0,0.0,21.0,2728.0,2,1929
326.0,0.0,31.0,4363.8309256,2,713
191.0,0.0,11.0,2790.3458213,1,1786
82.0,1.0,22.0,3052.2875817,0,2557
98.0,0.0,36.0,2620.4663212,0,900
156.0,0.0,11.0,3085.9574468,1,2298
370.0,0.0,25.0,2898.1937603,0,2406
191.0,1.0,37.0,4388.286334,0,2230
218.0,0.0,37.0,3032.2156476,1,1278
429.0,1.0,10.0,4002.9347029,3,2677
51.0,1.0,15.0,3894.7368421,3,1818
143.0,1.0,49.0,5410.3585657,1,1313
184.0,0.0,27.0,2516.1538461,1,1260
19.0,0.0,11.0,2454.5454546,2,2915
74.0,0.0,39.0,4991.825613,0,2557
500.0,0.0,38.0,3029.2035398,1,1339
190.0,1.0,19.0,3979.2099792,0,729
70.0,1.0,18.0,4526.1707989,2,1942
603.0,1.0,36.0,4213.3229652,1,2298
91.0,0.0,28.0,4686.9747899,2,2109
119.0,0.0,11.0,2180.1125704,0,2248
120.0,0.0,31.0,3463.8297872,1,1996
92.0,0.0,31.0,3591.796875,0,2248
208.0,0.0,17.0,3944.1571872,1,1119
91.0,1.0,36.0,4236.9791666,2,1401
313.0,1.0,18.0,4206.6340402,1,2298
232.0,1.0,11.0,3672.8778468,1,1633
42.0,1.0,46.0,2583.3333334,0,923
133.0,1.0,47.0,4453.9969834,3,1837
56.0,0.0,11.0,2253.384913,0,2248
209.0,0.0,35.0,4366.3636364,0,1579
46.0,1.0,31.0,4048.8888889,1,1996
113.0,1.0,43.0,4196.698762,3,1837
62.0,1.0,49.0,2637.8896883,0,2557
930.0,0.0,38.0,3797.5955853,3,2677
61.0,0.0,10.0,3703.8461538,2,2058
62.0,1.0,37.0,2185.9410431,2,1459
103.0,0.0,18.0,2338.3977901,3,2121
120.0,0.0,10.0,2987.6265467,3,2101
16.0,0.0,19.0,2364.7058824,2,1028
240.0,0.0,32.0,3555.9515325,2,2591
77.0,0.0,10.0,3747.7272727,0,2557
15.0,0.0,34.0,3634.4086021,0,1084
112.0,0.0,17.0,3162.2306718,1,1278
42.0,0.0,41.0,2647.6510067,3,1225
82.0,1.0,49.0,4259.1836735,0,2826
103.0,1.0,19.0,2838.7942333,3,1415
102.0,1.0,32.0,5100.3937007,3,1837
15.0,0.0,13.0,4583.3333333,1,1440
223.0,1.0,49.0,2824.8218527,2,713
201.0,1.0,46.0,3387.5464684,3,1837
447.0,0.0,16.0,3373.556797,3,628
141.0,0.0,18.0,4761.1710324,3,567
222.0,1.0,42.0,3003.2341526,3,2677
112.0,0.0,27.0,3751.5923567,1,1339
77.0,1.0,14.0,4700.5494505,1,1260
200.0,1.0,13.0,3919.0600522,3,2994
150.0,0.0,20.0,4346.4788733,0,1579
96.0,1.0,10.0,4744.2827443,2,2109
136.0,1.0,24.0,3883.0486202,3,1837
724.0,1.0,24.0,3156.9620253,3,2677
78.0,1.0,48.0,2424.4966443,3,1415
38.0,1.0,18.0,3599.137931,0,2289
77.0,1.0,28.0,3161.3508443,0,923
176.0,1.0,19.0,2917.6379176,0,2230
264.0,1.0,32.0,3250.9457755,3,2677
177.0,1.0,45.0,3662.1359223,0,2289
86.0,1.0,44.0,1213.3726647,1,1169
33.0,0.0,20.0,3654.4502618,1,697
62.0,1.0,23.0,2100.9933775,1,1633
172.0,1.0,47.0,2438.1761978,0,2557
101.0,1.0,45.0,2943.7751004,0,1084
84.0,0.0,30.0,1964.2346209,0,900
79.0,1.0,33.0,3244.3531828,1,1992
75.0,0.0,24.0,3815.7894737,3,1926
22.0,1.0,24.0,7034.7826087,2,1297
511.0,0.0,34.0,3604.1958042,1,1260
137.0,1.0,39.0,3482.9424307,1,1339
61.0,1.0,30.0,2240.9638554,0,2671
58.0,1.0,27.0,3581.8713451,1,1339
321.0,1.0,29.0,4784.0531561,3,2677
65.0,1.0,28.0,3970.2233251,2,1297
302.0,1.0,47.0,2569.1800878,3,1415
195.0,1.0,21.0,2839.0804598,0,2557
211.0,1.0,29.0,3411.3181505,1,2298
260.0,1.0,30.0,2905.0318923,2,1929
136.0,0.0,16.0,5223.5294118,1,1614
456.0,1.0,42.0,1924.1896598,1,1202
84.0,0.0,40.0,4405.1948052,1,1313
203.0,0.0,13.0,3084.7092606,1,1992
65.0,0.0,31.0,3530.7692308,0,2230
117.0,0.0,26.0,2355.8139535,3,563
379.0,1.0,49.0,2325.255585,1,1932
361.0,1.0,34.0,2738.9347337,3,2205
137.0,1.0,13.0,3650.5494506,1,1633
37.0,0.0,40.0,5820.6896552,0,2289
105.0,1.0,17.0,3514.683153,0,1084
156.0,1.0,46.0,3710.0792752,1,1339
52.0,0.0,32.0,2256.8807339,1,1339
97.0,1.0,37.0,3166.9128508,0,2557
128.0,0.0,32.0,3648.5148515,0,2826
175.0,0.0,33.0,2660.9240407,0,2846
9.0,1.0,24.0,5352.9411765,1,788
48.0,1.0,38.0,3456.3758389,0,729
55.0,0.0,12.0,2996.6555184,0,754
35.0,1.0,49.0,7571.4285714,0,1084
117.0,0.0,16.0,4059.4512195,2,2622
151.0,1.0,47.0,2730.2158273,2,713
109.0,0.0,31.0,2894.085282,1,2091
1.0,0.0,29.0,714.2857143,0,923
95.0,1.0,38.0,2505.5928412,1,1633
152.0,1.0,47.0,2516.5794066,0,2248
63.0,0.0,47.0,1998.5315712,2,1428
179.0,0.0,23.0,4300.4032258,2,2622
135.0,0.0,23.0,2236.8804665,3,1415
93.0,0.0,35.0,1934.7496206,2,1274
553.0,1.0,41.0,3510.4166667,3,2677
182.0,1.0,34.0,3276.8903089,0,2258
107.0,0.0,41.0,3044.7368421,2,2622
98.0,1.0,38.0,5611.1111112,3,2121
160.0,1.0,47.0,4115.4661017,1,2298
81.0,1.0,49.0,2487.8892734,3,2559
150.0,1.0,47.0,5065.7084188,2,2058
193.0,1.0,41.0,2762.9826897,0,2557
98.0,1.0,45.0,3316.3064833,2,2299
285.0,1.0,22.0,3249.6487119,3,1415
104.0,1.0,30.0,3822.3801065,3,2677
206.0,1.0,37.0,3082.8530259,1,2091
27.0,0.0,44.0,3096.7741936,2,1942
251.0,0.0,48.0,4884.6153846,0,1084
78.0,1.0,39.0,4495.1690821,1,1339
164.0,0.0,29.0,3134.5496009,2,2058
6.0,1.0,27.0,2245.6140351,0,2248
157.0,1.0,37.0,3337.1943372,0,2557
114.0,0.0,34.0,3924.6467818,1,1440
187.0,0.0,11.0,5684.3403206,1,1614
89.0,1.0,14.0,2062.0155039,0,2539
39.0,0.0,17.0,2672.6190476,1,1786
195.0,1.0,25.0,4496.2686567,1,1313
104.0,1.0,33.0,2650.6765068,2,2848
64.0,1.0,23.0,4291.5360502,2,1297
125.0,1.0,34.0,3970.1492537,1,1743
170.0,1.0,17.0,3656.0170394,3,1926
414.0,1.0,26.0,4099.2407809,0,2289
54.0,1.0,48.0,4820.0,3,2101
140.0,1.0,47.0,2287.4617737,1,1932
221.0,1.0,22.0,3172.9986432,2,2217
154.0,1.0,44.0,2539.74122,1,1786
143.0,1.0,29.0,4821.1382114,0,2735
13.0,1.0,33.0,4052.6315789,1,1786
138.0,0.0,35.0,4552.4590164,0,1084
1594.0,1.0,12.0,4749.3699596,2,2770
81.0,1.0,27.0,3173.5074627,2,1902
86.0,0.0,27.0,4826.4705882,1,1313
242.0,0.0,20.0,5789.3401015,0,1579
82.0,1.0,28.0,3394.8497854,0,1084
455.0,0.0,13.0,3370.1964133,3,1818
279.0,0.0,49.0,2470.6654991,0,2557
151.0,0.0,40.0,3661.6454229,0,2557
188.0,0.0,42.0,2795.7977676,1,1260
645.0,0.0,38.0,3578.4922994,0,2230
89.0,0.0,28.0,4909.348442,1,1313
39.0,1.0,16.0,2107.6115486,2,1902
143.0,1.0,39.0,2413.417951,2,2622
127.0,1.0,18.0,5939.4856278,2,713
193.0,0.0,31.0,2249.1289199,0,2539
96.0,1.0,36.0,3984.0319361,3,628
116.0,1.0,37.0,5524.5614034,2,1297
147.0,1.0,33.0,2896.0612692,0,2289
479.0,0.0,43.0,3990.1207464,3,1837
112.0,1.0,44.0,3542.4200278,3,2205
10.0,1.0,40.0,5000.0,3,2677
653.0,0.0,26.0,4479.9190985,1,2298
2124.0,1.0,16.0,2706.0575968,0,1282
87.0,0.0,11.0,4173.1843576,1,2713
871.0,0.0,16.0,3694.0894569,2,2058
26.0,0.0,40.0,2640.3940887,1,1633
91.0,1.0,29.0,2964.5390071,1,1996
530.0,1.0,23.0,2304.1702493,3,1415
125.0,1.0,45.0,4218.5970636,0,2289
625.0,1.0,10.0,2362.3866628,3,1415
357.0,1.0,12.0,3610.3448276,2,1475
44.0,1.0,40.0,4214.2857143,0,1084
57.0,0.0,28.0,3955.3072626,1,1633
1.0,0.0,23.0,2272.7272727,2,2217
117.0,1.0,25.0,2895.5223881,2,2622
402.0,1.0,12.0,3596.6576332,1,1339
264.0,1.0,17.0,4413.8204925,1,1996
135.0,0.0,28.0,4121.2938005,2,1297
90.0,1.0,46.0,2862.6609442,0,2248
12.0,0.0,12.0,2839.2857143,2,2058
24.0,0.0,25.0,2803.2786885,0,2919
185.0,0.0,14.0,2949.2344883,3,2101
145.0,1.0,32.0,3224.7706422,3,1818
28.0,0.0,36.0,5070.9219858,1,1339
46.0,1.0,15.0,3970.260223,2,2109
173.0,1.0,49.0,4755.6497175,2,1406
98.0,1.0,32.0,4610.5860113,1,1278
332.0,0.0,29.0,4307.6923077,2,2591
49.0,1.0,37.0,3006.097561,0,2671
50.0,1.0,46.0,3853.5031847,3,2121
37.0,1.0,28.0,5205.6737589,2,1406
1141.0,1.0,24.0,2646.9402158,0,1975
119.0,1.0,21.0,4307.3852296,1,1339
83.0,1.0,25.0,3067.6982592,0,2289
233.0,1.0,45.0,2997.3315544,0,931
159.0,0.0,31.0,3688.5406464,3,2205
61.0,0.0,39.0,2815.1041667,0,2557
195.0,0.0,25.0,3205.5476529,0,2539
130.0,1.0,47.0,3277.1084337,0,2289
108.0,1.0,12.0,3348.9932886,2,2058
13.0,1.0,33.0,3260.2739726,0,1084
137.0,1.0,35.0,4017.9640718,1,1339
190.0,1.0,43.0,4429.3286219,2,2058
89.0,1.0,27.0,3805.1948052,0,2557
131.0,0.0,47.0,3364.764268,3,643
135.0,0.0,49.0,4299.7512437,2,713
104.0,1.0,31.0,4950.7494647,0,2557
420.0,0.0,40.0,3273.4129478,1,1633
13.0,0.0,36.0,3000.0,1,1996
185.0,0.0,36.0,4053.8243626,3,2677
550.0,0.0,26.0,3833.2379862,2,713
27.0,1.0,41.0,3911.2426035,1,2298
44.0,1.0,17.0,2370.7317073,3,1415
183.0,1.0,40.0,5726.4653642,2,2591
415.0,0.0,46.0,3699.8809051,3,2205
192.0,1.0,13.0,2821.3438735,0,2248
106.0,0.0,32.0,5519.3370166,2,2591
117.0,1.0,34.0,2420.0385356,3,2559
11.0,1.0,40.0,6052.6315789,2,2109
39.0,0.0,31.0,3261.6279069,2,1929
197.0,0.0,36.0,3351.5850144,0,1579
239.0,0.0,10.0,4162.8571428,2,713
161.0,0.0,31.0,3114.8531951,3,2677
140.0,0.0,45.0,2108.2474227,3,1415
642.0,1.0,37.0,2972.3957284,3,2677
263.0,0.0,23.0,2644.8520217,2,1902
265.0,0.0,26.0,3407.8036501,3,2101
153.0,1.0,19.0,3851.2931035,2,713
36.0,1.0,48.0,3975.7575758,3,1818
22.0,1.0,43.0,5191.9191919,3,2677
105.0,0.0,16.0,3136.47343,2,713
1868.0,1.0,32.0,3019.1339376,3,2205
341.0,0.0,34.0,3694.4232239,3,2994
315.0,1.0,25.0,2752.6709402,3,963
82.0,0.0,13.0,4298.2791587,3,2029
33.0,1.0,29.0,3358.2089552,0,2557
623.0,1.0,47.0,2620.8688422,1,1786
183.0,1.0,48.0,2550.3769705,0,931
399.0,1.0,16.0,2602.3571612,3,1415
94.0,1.0,42.0,3834.5323741,3,628
176.0,1.0,33.0,3028.9361702,2,713
170.0,0.0,17.0,3099.1337825,0,931
167.0,0.0,26.0,5712.3287672,1,1313
24.0,1.0,13.0,6696.969697,2,2058
31.0,0.0,49.0,4063.4920635,0,1084
206.0,1.0,37.0,7659.2292089,2,2058
153.0,0.0,46.0,3217.0854271,1,1260
51.0,0.0,18.0,4224.2990654,3,1837
422.0,0.0,43.0,4276.5151515,1,1339
209.0,1.0,33.0,2878.973787,0,2185
93.0,1.0,34.0,2416.1147903,1,1743
101.0,1.0,40.0,3212.9909366,1,1786
90.0,0.0,29.0,4398.7473904,0,2557
42.0,1.0,46.0,4730.5936073,3,628
49.0,1.0,37.0,3042.4028269,3,2101
69.0,0.0,33.0,4478.2608695,3,2121
74.0,0.0,17.0,2403.2846715,2,1459
85.0,1.0,35.0,3031.25,1,2713
100.0,1.0,15.0,5030.0,0,2230
32.0,0.0,45.0,3980.8917197,0,1084
189.0,1.0,18.0,3372.7436823,0,2230
174.0,1.0,22.0,3717.2717272,0,754
10.0,0.0,37.0,4269.2307692,0,2572
36.0,1.0,40.0,1918.6046512,0,2572
238.0,1.0,45.0,3433.8129496,2,2622
224.0,1.0,28.0,3103.6128152,1,1339
255.0,1.0,42.0,2950.8393285,0,2406
174.0,1.0,25.0,2962.1489622,2,2058
12.0,0.0,49.0,3278.4810127,0,1282
108.0,1.0,33.0,4707.7205883,2,1297
165.0,1.0,29.0,4462.5922023,1,1786
168.0,0.0,20.0,3668.1270537,3,1926
178.0,1.0,12.0,5067.0731708,2,2591
111.0,0.0,10.0,2612.6656848,3,563
108.0,1.0,13.0,5121.085595,0,2289
145.0,1.0,20.0,2978.7018256,1,2298
147.0,1.0,14.0,3515.7780196,2,713
69.0,1.0,47.0,4201.5503876,1,2298
167.0,0.0,23.0,2975.7639621,1,1313
227.0,0.0,15.0,2899.3851314,2,2622
45.0,0.0,47.0,4126.0869565,3,2121
241.0,0.0,14.0,2482.8311142,1,557
164.0,0.0,42.0,2645.6896552,0,2539
139.0,0.0,38.0,2162.5222025,0,2248
178.0,0.0,27.0,2719.8879552,3,2205
49.0,1.0,26.0,3463.2768362,2,713
162.0,0.0,22.0,3089.5522388,1,2298
106.0,0.0,43.0,3266.8665667,2,2770
42.0,0.0,40.0,1976.4397906,2,1459
15.0,1.0,20.0,3701.1494253,1,1171
303.0,0.0,48.0,3163.8297872,3,567
379.0,1.0,15.0,4692.0693928,0,2289
69.0,0.0,35.0,3795.4545455,1,1996
385.0,0.0,43.0,5245.2728255,2,1297
71.0,0.0,42.0,2695.035461,0,900
266.0,0.0,16.0,3214.5922747,1,1992
423.0,1.0,29.0,3450.6683641,2,713
117.0,1.0,25.0,1750.2278942,1,1932
65.0,0.0,25.0,3075.2688172,2,2770
233.0,0.0,15.0,3212.5925926,1,1339
425.0,1.0,12.0,3337.4366401,0,2557
136.0,1.0,32.0,3269.8209719,3,1818
140.0,0.0,32.0,3269.9530517,3,1818
117.0,1.0,19.0,2342.8571429,0,2539
289.0,0.0,15.0,2736.6255144,3,1415
74.0,0.0,11.0,2330.0,3,2677
111.0,1.0,49.0,2748.5119048,1,1370
116.0,0.0,42.0,2691.3294798,0,2256
156.0,0.0,26.0,2408.3191851,0,2248
38.0,1.0,11.0,3542.8571429,3,2677
144.0,0.0,19.0,4978.2312925,2,1339
75.0,0.0,46.0,3139.6396396,2,713
