user_id,character_id,user_character_id,num_tries,boost_used,attack_duration,score
842,57,842_57,106,1,11,2000.0
842,75,842_75,103,0,10,2447.1086037
842,79,842_79,100,0,35,2648.6486486
842,26,842_26,98,1,48,2316.14654
842,101,842_101,94,0,46,2779.0055249
843,39,843_39,380,0,15,3692.91685
843,4,843_4,325,0,32,3614.3724696
843,74,843_74,300,1,49,4884.097035
843,11,843_11,218,1,15,3433.5219236
843,93,843_93,202,0,34,3487.1155444
843,48,843_48,201,1,32,4313.929314
843,46,843_46,178,0,35,4205.3675612
843,77,843_77,161,1,22,5064.8298216
843,25,843_25,141,0,32,2864.0
845,74,845_74,291,0,32,3812.4658283
845,39,845_39,284,1,25,4131.0623557
845,17,845_17,184,0,17,4784.3691149
845,13,845_13,131,0,22,4513.2408575
845,25,845_25,114,1,15,3365.4618474
845,21,845_21,104,0,32,3496.2962963
845,93,845_93,100,0,48,4024.7148289
845,10,845_10,93,1,29,4200.0
845,100,845_100,87,1,32,2793.1972789
846,120,846_120,95,0,33,3277.0897833
846,74,846_74,39,1,37,3328.7037037
846,106,846_106,34,0,13,5270.4402516
846,58,846_58,29,0,21,3736.1111111
846,13,846_13,25,1,30,3883.1168831
846,8,846_8,23,0,21,4107.1428572
846,17,846_17,22,1,17,3391.6666666
846,94,846_94,21,1,19,5596.491228
846,1,846_1,21,1,15,3986.3013699
847,7,847_7,65,0,22,3162.5282167
847,119,847_119,32,1,12,4363.0952381
847,65,847_65,27,1,26,3900.0
847,69,847_69,16,0,31,2436.5079365
847,88,847_88,15,0,27,3283.9506173
847,110,847_110,14,0,10,3000.0
847,13,847_13,12,1,14,4622.6415094
847,114,847_114,10,0,30,2470.5882353
847,16,847_16,9,0,40,3066.6666667
848,93,848_93,322,1,12,4682.3129252
848,101,848_101,320,1,22,3335.9415754
848,8,848_8,320,0,40,4666.9310071
848,36,848_36,288,1,45,4460.9109449
848,39,848_39,263,1,35,4360.2391629
848,25,848_25,252,0,36,2818.5603807
848,17,848_17,240,1,25,4451.7843584
848,9,848_9,215,0,37,4042.8832117
848,106,848_106,174,1,47,5370.4171934
851,74,851_74,311,1,37,2687.9310345
851,46,851_46,242,1,33,3184.137931
851,107,851_107,212,0,10,2712.2008173
851,91,851_91,178,0,36,2311.4754098
851,86,851_86,168,1,31,2011.4942529
851,9,851_9,168,0,23,2607.8886311
851,34,851_34,158,0,37,3285.3025937
851,27,851_27,144,0,40,2058.4642234
851,13,851_13,143,1,33,3126.9694161
852,59,852_59,1176,0,34,2796.4079882
852,93,852_93,446,1,20,3031.7817015
852,34,852_34,350,0,30,3097.1119133
852,74,852_74,309,0,18,2819.0909091
852,14,852_14,238,0,23,3166.6666667
852,17,852_17,238,0,34,3370.6521739
852,42,852_42,232,0,28,4289.3081761
852,11,852_11,209,1,33,2459.1836735
852,67,852_67,162,1,22,4459.3202884
853,78,853_78,493,0,23,3666.7898042
853,51,853_51,43,0,17,2447.592068
853,27,853_27,31,0,36,2094.3396226
853,7,853_7,7,1,25,2466.6666667
853,9,853_9,6,0,12,2444.4444444
853,86,853_86,6,0,31,2369.5652174
853,52,853_52,4,1,22,2681.8181818
853,19,853_19,4,1,14,1406.25
853,53,853_53,4,0,14,1750.0
855,17,855_17,933,0,20,3830.9589993
855,14,855_14,673,1,26,2836.9845361
855,86,855_86,393,0,32,2310.5393021
855,9,855_9,208,1,38,3203.2816773
855,39,855_39,204,0,49,3524.9584026
855,75,855_75,204,1,48,2803.2653061
855,76,855_76,190,0,15,3233.5437331
855,21,855_21,183,0,38,2928.4386617
855,19,855_19,176,0,32,3250.4690432
856,14,856_14,442,0,17,2567.25922
856,74,856_74,289,1,25,3255.6270097
856,86,856_86,287,0,33,2331.4470493
856,120,856_120,172,0,24,3289.9563319
856,21,856_21,126,0,42,2577.0089286
856,97,856_97,124,1,43,2612.9398411
856,16,856_16,122,1,13,3135.9223301
856,98,856_98,108,1,28,2822.997416
856,7,856_7,104,0,17,2445.6391876
857,74,857_74,465,1,24,3021.2905339
857,14,857_14,412,0,16,2609.4420601
857,62,857_62,263,1,24,2918.3451279
857,53,857_53,228,0,17,2796.2962963
857,17,857_17,221,0,14,3563.7982196
857,119,857_119,207,0,38,3943.3817904
857,64,857_64,202,0,34,2356.5945569
857,21,857_21,197,0,49,2804.440649
857,34,857_34,190,1,32,3215.034965
858,74,858_74,78,1,48,5662.5
858,120,858_120,50,1,46,3182.0987654
858,109,858_109,48,1,25,5128.0788177
858,81,858_81,39,0,14,7976.0000001
858,8,858_8,38,1,23,3934.0659341
858,17,858_17,36,1,19,3836.7346939
858,19,858_19,29,0,18,3532.9341317
858,53,858_53,22,0,43,3238.6363636
858,38,858_38,22,1,47,2596.6386555
859,10,859_10,205,1,32,6249.9999999
859,27,859_27,24,1,46,2400.0
859,44,859_44,23,1,35,4145.6310679
859,63,859_63,19,0,37,5026.3157895
859,114,859_114,18,0,34,3770.0
859,119,859_119,18,1,18,2893.2038835
859,93,859_93,17,0,19,5862.0689655
859,17,859_17,16,1,29,4581.0810811
859,58,859_58,16,0,21,3393.9393939
860,88,860_88,1286,0,32,4478.2433521
860,83,860_83,548,0,32,3648.8917443
860,26,860_26,462,1,46,2186.822352
860,8,860_8,84,1,25,3736.0774818
860,2,860_2,81,0,10,2643.081761
860,22,860_22,73,0,27,4512.5
860,31,860_31,55,1,45,2809.375
860,71,860_71,53,1,32,3151.1335013
860,51,860_51,47,1,23,2546.1165048
861,93,861_93,129,1,38,3565.09299
861,73,861_73,123,0,49,2938.2352941
861,109,861_109,119,1,44,3922.3300971
861,8,861_8,89,0,36,3689.7435898
861,11,861_11,88,0,31,3353.515625
861,95,861_95,63,1,11,4068.1003584
861,41,861_41,54,0,18,4156.3981043
861,42,861_42,49,1,46,3351.3513514
861,18,861_18,38,0,18,2819.0045249
862,14,862_14,371,0,29,2618.4951939
862,93,862_93,281,0,35,4442.9967426
862,9,862_9,273,0,31,3973.2142857
862,35,862_35,217,1,46,4023.8095238
862,17,862_17,196,0,14,4091.0667823
862,72,862_72,191,0,34,4002.9182879
862,54,862_54,139,0,26,4697.1235194
862,44,862_44,138,0,17,3667.5159236
862,98,862_98,135,1,22,2370.2325581
863,82,863_82,747,1,22,3180.558386
863,74,863_74,600,0,41,3122.3915592
863,14,863_14,580,0,38,2756.6914872
863,39,863_39,507,0,44,3479.7921478
863,17,863_17,502,0,37,3812.480881
863,34,863_34,483,0,23,3448.4231275
863,11,863_11,316,0,15,3329.8245614
863,21,863_21,310,0,28,3500.264131
863,73,863_73,252,1,33,2655.9802713
865,31,865_31,1093,0,24,2400.0
865,48,865_48,998,0,15,2973.5248313
865,44,865_44,697,1,37,3317.9083758
865,84,865_84,439,1,32,2089.1405343
865,5,865_5,346,1,13,1920.6507304
865,90,865_90,94,0,18,1898.3253588
865,40,865_40,74,1,30,2245.4545455
865,25,865_25,51,0,23,1278.4810127
865,20,865_20,41,0,28,1657.635468
866,74,866_74,166,1,23,3851.1576626
866,17,866_17,100,0,33,3065.8761528
866,8,866_8,55,0,11,3807.8175896
866,11,866_11,49,1,24,3303.7974684
866,106,866_106,48,1,36,3525.4237288
866,14,866_14,43,1,23,2241.813602
866,77,866_77,41,1,34,4666.6666666
866,107,866_107,36,1,45,2301.0033445
866,9,866_9,36,1,45,3575.6097561
867,14,867_14,285,1,19,2163.4931057
867,7,867_7,139,0,17,2029.3040293
867,3,867_3,125,0,13,2055.8464223
867,86,867_86,120,1,45,1668.503937
867,36,867_36,119,0,10,2635.6589147
867,68,867_68,103,0,47,2404.6052632
867,26,867_26,103,1,46,1709.3933464
867,101,867_101,103,1,47,1983.8249286
867,21,867_21,96,1,27,2063.5103926
868,11,868_11,452,1,44,3757.2391908
868,17,868_17,146,1,28,3901.8952063
868,86,868_86,128,1,26,2869.8795181
868,5,868_5,90,1,36,2506.0606061
868,34,868_34,88,0,16,3772.7272727
868,76,868_76,72,0,28,3146.2264151
868,104,868_104,72,1,29,2979.0697675
868,26,868_26,65,1,19,2513.3333333
868,88,868_88,65,0,42,3664.7727273
869,21,869_21,646,1,33,3259.515571
869,113,869_113,342,0,11,5407.6388889
869,10,869_10,174,0,18,4784.0
869,9,869_9,143,0,25,4662.2613804
869,76,869_76,116,0,19,4083.4845735
869,67,869_67,107,0,23,5362.5498007
869,12,869_12,100,0,25,4397.9848866
869,41,869_41,91,1,10,4070.754717
869,5,869_5,80,1,33,1970.3264095
870,56,870_56,252,1,41,4123.8095238
870,106,870_106,87,1,18,3501.953125
870,36,870_36,79,1,40,2955.165692
870,28,870_28,64,1,46,2982.8009828
870,14,870_14,33,1,41,2223.3333333
870,8,870_8,28,1,35,2977.0992366
870,94,870_94,25,1,19,3034.4827586
870,76,870_76,25,0,48,2433.8235294
870,62,870_62,18,1,48,3864.8648649
871,9,871_9,622,1,25,3309.063893
871,17,871_17,479,0,11,2631.8181818
871,14,871_14,437,1,14,2262.9929486
871,74,871_74,330,1,44,2487.452148
871,39,871_39,308,1,26,2922.247191
871,53,871_53,278,0,34,2089.117395
871,10,871_10,263,1,19,3409.913454
871,67,871_67,260,1,41,3962.0548745
871,21,871_21,253,1,43,2878.8558609
873,8,873_8,78,1,29,4864.4067796
873,48,873_48,65,1,32,3993.0795847
873,94,873_94,65,1,42,5605.0000001
873,70,873_70,53,0,18,5917.0506913
873,18,873_18,45,0,36,4270.1421801
873,41,873_41,40,0,34,4344.6327684
873,14,873_14,36,0,40,3007.7220077
873,81,873_81,35,0,39,4790.5405405
873,47,873_47,29,0,11,3918.6046511
874,107,874_107,235,0,49,2727.0992366
874,14,874_14,128,0,40,2071.1188205
874,11,874_11,126,1,14,3230.5986696
874,42,874_42,93,0,16,4311.0151188
874,4,874_4,84,1,25,3226.4808363
874,66,874_66,78,0,42,2331.9238901
874,74,874_74,75,0,31,3134.8747592
874,63,874_63,70,1,15,5421.0526316
874,86,874_86,68,0,14,2066.8953688
876,1,876_1,70,1,27,3946.4285714
876,62,876_62,54,1,42,2869.2307693
876,83,876_83,52,1,40,2267.9558011
876,4,876_4,35,0,49,6066.6666667
876,73,876_73,29,0,28,4111.1111111
876,61,876_61,29,1,43,2554.054054
876,8,876_8,26,1,11,4593.4065934
876,44,876_44,25,0,11,4828.8288288
876,39,876_39,24,0,36,5258.6206897
879,66,879_66,101,1,18,2404.5092838
879,86,879_86,96,1,10,2107.2289157
879,5,879_5,89,1,22,2285.1458886
879,112,879_112,84,1,39,2924.1877257
879,7,879_7,78,0,34,2213.3526851
879,87,879_87,77,0,11,2607.1428572
879,75,879_75,71,1,14,2960.8247423
879,107,879_107,70,0,45,2289.0262751
879,97,879_97,69,1,22,2193.220339
880,114,880_114,160,1,34,5520.7253886
880,56,880_56,33,1,25,5666.6666666
880,119,880_119,5,1,18,11058.8235294
880,44,880_44,4,1,42,7769.2307692
880,33,880_33,2,1,32,1333.3333333
880,41,880_41,1,1,16,38000.0
880,6,880_6,1,0,36,5666.6666667
880,70,880_70,1,1,45,2375.0
880,87,880_87,1,0,28,0.0
881,14,881_14,302,1,47,2569.1800878
881,86,881_86,77,0,18,2633.5403727
881,7,881_7,63,0,43,3009.3896714
881,64,881_64,61,1,35,2590.7172996
881,27,881_27,52,1,17,1702.970297
881,84,881_84,36,0,36,3467.2489083
881,5,881_5,30,1,21,2652.360515
881,8,881_8,30,0,27,3757.1428571
881,22,881_22,29,1,34,4520.2312139
882,91,882_91,765,0,24,2670.8641587
882,20,882_20,44,0,24,1692.6952141
882,26,882_26,38,0,32,1535.1351351
882,68,882_68,16,0,33,2569.2307692
882,50,882_50,14,1,12,1487.6033058
882,5,882_5,13,0,37,2043.4782609
882,102,882_102,12,1,37,2904.7619048
882,31,882_31,12,0,17,2944.4444445
882,22,882_22,8,0,44,2934.4262295
883,61,883_61,767,0,13,3756.0206422
883,9,883_9,124,0,38,2928.9558665
883,105,883_105,107,1,18,2585.5855856
883,84,883_84,67,1,46,2542.7435388
883,53,883_53,63,0,26,2250.0
883,26,883_26,42,0,40,1976.4397906
883,44,883_44,35,0,17,3551.4018692
883,99,883_99,33,1,35,2459.5588235
883,97,883_97,31,1,19,2660.6334842
885,20,885_20,2104,1,20,1827.1079258
885,5,885_5,14,0,30,1774.8344371
885,23,885_23,6,0,21,1855.0724638
885,27,885_27,4,0,41,1381.8181818
885,26,885_26,3,0,21,1285.7142857
885,29,885_29,3,1,39,1393.9393939
885,33,885_33,2,1,40,3916.6666667
885,51,885_51,2,0,44,2035.7142857
885,71,885_71,2,1,27,1193.5483871
886,45,886_45,431,1,27,2273.4394125
886,9,886_9,165,0,45,3068.1444992
886,65,886_65,60,1,39,2574.5393635
886,98,886_98,49,0,36,2167.0103093
886,19,886_19,46,1,48,2878.9346247
886,101,886_101,46,0,17,2749.4305239
886,25,886_25,40,1,23,3299.0654206
886,21,886_21,33,0,22,2491.2891986
886,22,886_22,28,1,34,4395.0
887,26,887_26,289,1,30,2662.072486
887,75,887_75,263,0,43,3730.298913
887,31,887_31,231,0,38,3944.7278912
887,5,887_5,190,1,45,2487.7384196
887,62,887_62,188,1,39,3433.3619948
887,7,887_7,147,1,10,3469.5752009
887,86,887_86,128,0,36,2733.2576617
887,71,887_71,122,0,32,3837.5451264
887,79,887_79,118,1,25,2730.1587302
888,11,888_11,148,1,12,2628.0667321
888,46,888_46,147,0,18,3757.5322812
888,54,888_54,127,0,38,4028.3553875
888,95,888_95,84,0,21,5124.6376812
888,56,888_56,82,1,41,4969.4189602
888,70,888_70,79,0,33,3615.9793814
888,59,888_59,78,1,49,2933.6283186
888,93,888_93,65,1,14,3847.7011494
888,17,888_17,65,0,46,3265.4867256
890,102,890_102,223,0,22,3765.5545537
890,23,890_23,134,0,39,3504.481434
890,8,890_8,119,1,33,4027.4725275
890,104,890_104,103,1,11,2771.6417911
890,9,890_9,91,0,25,4702.6378897
890,36,890_36,89,1,10,4861.5751791
890,1,890_1,88,0,29,3570.6666666
890,2,890_2,83,0,30,2611.6642959
890,19,890_19,77,0,22,3112.704918
894,71,894_71,114,0,17,2884.8114169
894,75,894_75,66,0,22,3851.0158014
894,103,894_103,23,0,25,3425.1497006
894,14,894_14,15,1,48,1728.9156627
894,32,894_32,15,1,36,2560.0
894,112,894_112,15,0,21,2533.3333333
894,83,894_83,13,1,27,3312.5
894,23,894_23,12,0,45,5015.3846154
894,87,894_87,11,0,18,2987.3417722
896,19,896_19,315,1,29,3191.0013233
896,93,896_93,246,1,25,3592.9319372
896,106,896_106,180,1,36,3941.0815174
896,9,896_9,167,0,22,3147.4530831
896,34,896_34,166,0,40,3315.926893
896,74,896_74,164,0,47,2590.4617714
896,7,896_7,140,0,11,2707.3394495
896,8,896_8,138,0,15,3346.9640644
896,53,896_53,134,1,35,2221.7860648
898,71,898_71,327,1,48,3279.4850498
898,10,898_10,321,1,16,3995.9211421
898,2,898_2,231,1,12,2486.3445378
898,69,898_69,187,0,32,3049.8392283
898,63,898_63,179,1,26,3079.9304952
898,48,898_48,167,0,35,3032.5203252
898,25,898_25,149,1,11,2377.394636
898,11,898_11,149,0,30,2639.6396396
898,54,898_54,129,1,30,2750.6702413
900,82,900_82,601,0,37,2907.5334428
900,7,900_7,362,1,20,3388.2252559
900,14,900_14,209,0,10,2763.8810993
900,26,900_26,168,1,22,2322.5320271
900,86,900_86,157,0,41,2263.670412
900,13,900_13,151,0,33,2537.254902
900,32,900_32,149,0,34,3083.9694656
900,97,900_97,127,1,35,3146.4379947
900,16,900_16,109,1,18,3310.5590062
901,34,901_34,1587,0,15,3417.4766101
901,14,901_14,530,1,23,2304.1702493
901,76,901_76,315,0,47,3183.1831831
901,36,901_36,141,1,27,2959.9198397
901,93,901_93,138,0,44,3521.7391304
901,27,901_27,137,1,46,1722.6955848
901,8,901_8,131,0,25,2969.2923899
901,84,901_84,120,1,11,2339.6226415
901,70,901_70,113,0,33,2866.7642753
902,104,902_104,136,1,48,3048.1144343
902,45,902_45,84,1,38,2624.3093923
902,61,902_61,56,0,39,3177.7777778
902,34,902_34,45,1,45,5000.0
902,98,902_98,37,1,18,2776.5567766
902,88,902_88,35,1,12,2943.7229437
902,76,902_76,31,0,33,3032.967033
902,101,902_101,28,1,18,2979.3814433
902,33,902_33,24,1,22,3105.6338028
903,98,903_98,120,0,21,1827.5555556
903,63,903_63,69,1,10,3097.5609756
903,56,903_56,40,0,47,3770.3349282
903,21,903_21,34,1,22,3451.9774012
903,84,903_84,31,0,48,1749.1039427
903,8,903_8,29,1,22,4839.6226415
903,87,903_87,25,0,11,2145.6692913
903,47,903_47,23,0,39,3125.9259259
903,11,903_11,23,1,28,4513.7614679
904,14,904_14,90,1,18,3401.2539185
904,35,904_35,74,0,19,5429.7520661
904,32,904_32,69,0,15,4490.6666667
904,59,904_59,60,0,22,3088.8888889
904,6,904_6,51,1,30,4825.0000001
904,74,904_74,41,1,32,4492.6108374
904,34,904_34,41,0,13,5828.7292818
904,114,904_114,35,0,23,4642.5120773
904,1,904_1,30,1,20,3754.9019608
905,13,905_13,456,0,45,3481.971831
905,46,905_46,316,0,36,3941.5401911
905,74,905_74,278,1,35,2733.8896615
905,93,905_93,109,1,15,3003.6991369
905,39,905_39,108,0,45,3039.4265233
905,34,905_34,102,1,16,2991.0025707
905,1,905_1,82,0,25,2664.5435244
905,10,905_10,77,0,45,3070.754717
905,11,905_11,75,1,17,2692.7480916
906,17,906_17,407,0,27,3507.4267362
906,106,906_106,361,0,16,3831.5881326
906,46,906_46,155,1,49,3361.2684031
906,73,906_73,89,0,19,3634.9892009
906,19,906_19,89,1,36,3232.5976231
906,93,906_93,78,0,44,3232.421875
906,39,906_39,66,0,24,3378.7128713
906,8,906_8,65,0,23,2783.5497836
906,34,906_34,59,0,28,1997.8021978
907,75,907_75,1469,0,10,2259.7945987
907,11,907_11,1397,0,14,2625.5394272
907,36,907_36,1042,1,17,3002.1334092
907,67,907_67,705,1,22,3871.0769925
907,25,907_25,585,0,45,2478.1517876
907,74,907_74,537,1,16,2452.9501526
907,71,907_71,413,1,16,2349.5472186
907,94,907_94,410,0,15,3694.7058824
907,44,907_44,406,1,16,2933.149552
909,14,909_14,713,0,43,2922.7230911
909,11,909_11,375,0,30,3623.1244484
909,74,909_74,355,0,24,3578.6163522
909,42,909_42,175,0,46,4812.2827347
909,58,909_58,165,1,21,5337.6251788
909,105,909_105,163,0,40,1844.1828255
909,34,909_34,160,1,47,4115.4661017
909,82,909_82,132,0,22,2165.934066
909,17,909_17,119,1,12,4083.6879433
911,8,911_8,292,1,34,3284.3431314
911,25,911_25,258,0,38,2839.9607266
911,33,911_33,258,1,46,3262.2850123
911,69,911_69,147,1,41,2787.9518072
911,98,911_98,139,1,26,2497.3070018
911,106,911_106,131,1,27,3846.6042154
911,97,911_97,117,1,12,2455.9139785
911,95,911_95,114,1,36,2771.978022
911,59,911_59,111,0,19,2147.8352693
912,14,912_14,625,1,10,2362.3866628
912,74,912_74,219,1,18,1820.5953339
912,92,912_92,181,0,41,4267.6537585
912,59,912_59,84,1,31,2595.7446808
912,98,912_98,73,1,18,2558.0952381
912,13,912_13,63,0,47,1998.5315712
912,39,912_39,61,1,14,1909.9236641
912,17,912_17,61,0,13,2092.2330097
912,23,912_23,59,0,27,1555.0239234
914,62,914_62,458,0,14,3284.8879248
914,84,914_84,306,1,42,3397.7135981
914,96,914_96,251,1,10,3455.8277654
914,88,914_88,234,0,24,3300.7092199
914,20,914_20,223,1,39,2577.3480663
914,14,914_14,216,0,25,2346.6666667
914,9,914_9,214,1,14,3832.3529412
914,16,914_16,203,0,32,3365.1685393
914,86,914_86,200,0,13,2387.6945886
915,21,915_21,129,1,20,3428.8990826
915,17,915_17,107,1,43,3944.7004609
915,120,915_120,89,0,24,2920.2363368
915,39,915_39,58,1,15,4805.4054054
915,41,915_41,37,1,15,4637.9310345
915,19,915_19,35,1,43,2745.318352
915,14,915_14,32,1,19,2585.6697819
915,32,915_32,28,0,47,2767.7165354
915,25,915_25,26,1,29,3391.959799
919,9,919_9,832,0,43,4376.2541806
919,107,919_107,531,1,33,3998.1612013
919,21,919_21,472,1,26,3844.5052439
919,14,919_14,291,0,40,2956.6133108
919,51,919_51,230,0,39,3730.3595206
919,86,919_86,225,1,34,2797.8798586
919,74,919_74,203,0,44,3820.6660974
919,11,919_11,174,1,41,3981.1518325
919,8,919_8,170,1,41,3963.4285715
920,56,920_56,243,1,28,3636.6758242
920,34,920_34,145,1,15,4441.031941
920,45,920_45,107,1,10,2808.1321474
920,27,920_27,47,1,26,1757.2614108
920,59,920_59,30,1,15,3000.0
920,61,920_61,20,1,33,3621.3592233
920,7,920_7,14,1,27,3900.0
920,4,920_4,9,1,39,5612.244898
920,74,920_74,9,0,36,6461.5384615
921,113,921_113,285,1,22,6706.6563468
921,14,921_14,56,0,30,2715.9863946
921,114,921_114,56,1,19,2658.1027668
921,7,921_7,52,0,35,3151.9823788
921,98,921_98,48,0,12,3708.8235294
921,32,921_32,46,1,38,3389.0410959
921,5,921_5,45,0,44,2667.3866091
921,63,921_63,43,1,29,3996.7105263
921,120,921_120,38,1,32,2338.3233533
923,74,923_74,239,0,46,4033.0188679
923,34,923_34,232,0,44,3393.8973648
923,59,923_59,200,1,36,2274.4128554
923,14,923_14,153,1,19,2411.5574348
923,1,923_1,136,0,49,3064.4654088
923,93,923_93,124,1,16,3719.6870926
923,56,923_56,119,1,17,3562.264151
923,35,923_35,115,1,27,4067.4486804
923,67,923_67,113,0,37,4564.3086816
924,86,924_86,807,1,28,3035.1110267
924,79,924_79,240,1,42,3131.8327974
924,101,924_101,193,1,17,3144.1647597
924,26,924_26,135,1,18,2356.3451777
924,5,924_5,124,0,41,2990.815155
924,31,924_31,105,1,27,4711.2676057
924,62,924_62,104,1,47,2917.5257732
924,23,924_23,102,1,31,4001.9083969
924,27,924_27,85,0,26,2214.7335423
927,21,927_21,211,0,35,5362.8779979
927,14,927_14,178,0,39,3474.6317512
927,51,927_51,121,1,41,3449.7175141
927,107,927_107,65,0,34,3566.9856459
927,59,927_59,41,0,27,2828.4789644
927,1,927_1,31,1,37,4610.5263158
927,60,927_60,29,1,49,5830.5084746
927,63,927_63,27,0,11,5230.7692308
927,87,927_87,22,0,18,3259.6685083
928,8,928_8,117,0,28,4399.4910941
928,2,928_2,76,0,39,3107.2164948
928,74,928_74,64,0,26,4064.8967552
928,4,928_4,57,1,45,4742.04947
928,114,928_114,46,1,15,3796.4285715
928,63,928_63,43,0,23,4789.4736842
928,32,928_32,40,0,19,4114.2857143
928,35,928_35,38,0,36,4611.7647059
928,11,928_11,37,1,30,4297.4358974
929,107,929_107,449,0,25,4198.4036488
929,92,929_92,286,0,49,4531.5890236
929,76,929_76,245,0,25,3959.3869732
929,11,929_11,157,1,28,3137.5711575
929,4,929_4,110,0,19,4019.4902549
929,93,929_93,106,0,42,4161.849711
929,82,929_82,105,1,29,3397.689769
929,86,929_86,103,1,22,2793.4782608
929,36,929_36,102,0,10,4145.6628478
930,76,930_76,1690,0,43,3241.4889637
930,23,930_23,381,0,36,2809.9264706
930,16,930_16,289,1,18,2561.2597066
930,88,930_88,199,1,20,2578.1532891
930,47,930_47,166,0,40,2858.4149599
930,100,930_100,161,1,43,2914.4851658
930,11,930_11,153,1,35,3255.5970149
930,21,930_21,145,0,16,2476.0914761
930,39,930_39,139,1,39,3406.4230343
933,107,933_107,290,1,34,2739.0631049
933,23,933_23,194,0,13,3778.3251231
933,92,933_92,124,0,15,3448.4304933
933,14,933_14,93,0,40,2457.9976985
933,79,933_79,92,0,40,2499.3498049
933,64,933_64,81,0,10,2904.290429
933,26,933_26,69,1,43,1917.6470588
933,86,933_86,63,1,14,2408.9403974
933,112,933_112,63,0,33,2329.1139241
935,11,935_11,542,0,38,2896.6093601
935,106,935_106,323,1,49,3730.2345786
935,46,935_46,305,0,37,3215.0644202
935,76,935_76,282,1,19,2790.3865213
935,39,935_39,270,0,34,3516.8483647
935,14,935_14,194,1,37,2079.583136
935,8,935_8,176,1,17,3011.1642743
935,97,935_97,174,1,13,2726.9230769
935,21,935_21,174,1,19,2710.7215104
936,98,936_98,102,0,21,8630.6818181
936,104,936_104,91,0,11,5792.6509187
936,14,936_14,58,0,35,4173.5357917
936,93,936_93,49,0,38,7532.6086957
936,57,936_57,46,1,11,5634.2857143
936,4,936_4,39,0,47,9186.9918697
936,106,936_106,38,1,10,10120.0000001
936,17,936_17,37,0,27,6958.8235294
936,102,936_102,35,0,38,7474.9999999
937,10,937_10,98,0,41,7372.9508196
937,48,937_48,78,1,18,4738.9705882
937,44,937_44,30,1,17,4503.2258064
937,109,937_109,12,0,38,4760.8695653
937,76,937_76,11,1,40,6052.6315789
937,18,937_18,11,0,30,6380.9523809
937,11,937_11,11,1,18,3967.2131147
937,95,937_95,10,1,44,6000.0
937,41,937_41,10,1,11,5756.7567568
938,86,938_86,242,1,15,2632.460733
938,26,938_26,171,0,10,2355.4794521
938,4,938_4,110,0,12,3333.767927
938,16,938_16,101,1,48,2900.5167959
938,27,938_27,100,0,41,2100.5780347
938,17,938_17,91,1,11,2867.3050616
938,92,938_92,77,0,16,3180.4222649
938,114,938_114,73,0,25,3482.2834646
938,7,938_7,70,1,33,2247.9871176
939,98,939_98,330,1,43,4187.394485
939,74,939_74,225,1,13,5501.1135858
939,17,939_17,183,0,37,4681.8713451
939,22,939_22,119,1,24,6123.364486
939,101,939_101,119,0,49,3957.2901326
939,53,939_53,112,1,32,3093.206951
939,75,939_75,111,0,12,3044.8916409
939,39,939_39,106,1,19,4993.6708861
939,52,939_52,93,0,44,3238.9830509
940,83,940_83,81,1,49,2487.8892734
940,2,940_2,78,0,46,2661.8705036
940,8,940_8,66,0,36,4073.9549839
940,1,940_1,53,1,19,3273.1277533
940,11,940_11,51,0,19,2808.3333333
940,74,940_74,48,0,29,2985.0746269
940,93,940_93,47,1,17,3814.8148148
940,112,940_112,42,0,37,2673.0769231
940,14,940_14,41,1,32,2219.3877551
941,109,941_109,410,1,18,4068.388331
941,82,941_82,225,0,32,2909.5709571
941,59,941_59,137,1,38,2481.234362
941,8,941_8,115,1,41,3270.773639
941,73,941_73,96,0,37,2915.9159159
941,93,941_93,95,1,29,2595.8083832
941,95,941_95,93,0,27,3116.9491525
941,1,941_1,87,1,26,2853.9325843
941,114,941_114,86,0,18,2835.0983359
943,7,943_7,238,1,20,2735.6143079
943,86,943_86,237,0,26,2641.4997432
943,14,943_14,175,0,44,2580.2310655
943,75,943_75,45,1,29,2902.0172911
943,5,943_5,40,1,13,2543.9093484
943,107,943_107,40,0,49,2301.8372703
943,27,943_27,40,1,38,2047.84689
943,74,943_74,34,1,30,2332.046332
943,26,943_26,31,0,34,1891.2280702
944,110,944_110,560,1,26,3138.4113811
944,71,944_71,357,1,25,2908.3362158
944,55,944_55,334,0,16,3247.4747475
944,43,944_43,268,1,35,4535.8550039
944,28,944_28,262,0,25,2961.3707165
944,17,944_17,256,0,30,4301.4001474
944,88,944_88,251,1,24,2829.8877732
944,39,944_39,233,0,22,4673.2142857
944,21,944_21,224,0,27,3925.0474383
945,119,945_119,96,1,10,2569.5187166
945,120,945_120,56,1,48,2334.0611354
945,74,945_74,56,1,29,4204.8192771
945,1,945_1,44,0,18,2808.2191781
945,7,945_7,44,1,11,2715.942029
945,9,945_9,33,0,20,2508.0
945,106,945_106,31,0,12,4761.9047619
945,86,945_86,31,0,37,2482.2695035
945,44,945_44,28,1,20,2981.5668203
947,11,947_11,63,1,11,3694.235589
947,14,947_14,49,0,14,2390.0226757
947,19,947_19,47,0,44,3333.3333333
947,17,947_17,37,0,19,3493.9271255
947,56,947_56,35,0,28,3610.8108108
947,34,947_34,33,1,42,3367.9245283
947,94,947_94,32,0,31,3885.2459016
947,10,947_10,27,1,35,3712.5
